ref_area.label;source.label;indicator.label;sex.label;time;obs_value_NEET;obs_status.label;note_indicator.label;note_source.label
Türkiye;LFS - Household Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2015;33.808;;;Repository: ILO-STATISTICS - Micro data processing
Tuvalu;PC - Population Census;Share of youth not in employment, education or training (NEET) by sex (%);Total;2022;34.349;;;Repository: ILO-STATISTICS - Micro data processing
Tuvalu;PC - Population Census;Share of youth not in employment, education or training (NEET) by sex (%);Male;2022;33.298;;;Repository: ILO-STATISTICS - Micro data processing
Tuvalu;PC - Population Census;Share of youth not in employment, education or training (NEET) by sex (%);Female;2022;35.537;;;Repository: ILO-STATISTICS - Micro data processing
Tuvalu;PC - Population Census;Share of youth not in employment, education or training (NEET) by sex (%);Total;2017;45.536;;;Repository: ILO-STATISTICS - Micro data processing
Tuvalu;PC - Population Census;Share of youth not in employment, education or training (NEET) by sex (%);Male;2017;46.177;;;Repository: ILO-STATISTICS - Micro data processing
Tuvalu;PC - Population Census;Share of youth not in employment, education or training (NEET) by sex (%);Female;2017;44.846;;;Repository: ILO-STATISTICS - Micro data processing
Tuvalu;HIES - Household Income and Expenditure Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2016;34.258;;;Repository: ILO-STATISTICS - Micro data processing
Tuvalu;HIES - Household Income and Expenditure Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2016;24.368;;;Repository: ILO-STATISTICS - Micro data processing
Tuvalu;HIES - Household Income and Expenditure Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2016;45.779;;;Repository: ILO-STATISTICS - Micro data processing
Tanzania, United Republic of;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2020;11.671;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Tanzania, United Republic of;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2020;7.254;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Tanzania, United Republic of;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2020;15.787;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Uganda;LFS - National Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2021;13.765;;;Repository: ILO-STATISTICS - Micro data processing
Uganda;LFS - National Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2021;9.343;;;Repository: ILO-STATISTICS - Micro data processing
Uganda;LFS - National Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2021;17.767;;;Repository: ILO-STATISTICS - Micro data processing
Uganda;HIES - National Household Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2019;10.684;;;Repository: ILO-STATISTICS - Micro data processing
Uganda;HIES - National Household Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2019;7.131;;;Repository: ILO-STATISTICS - Micro data processing
Uganda;HIES - National Household Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2019;14.296;;;Repository: ILO-STATISTICS - Micro data processing
Uganda;LFS - National Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2017;18.104;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Uganda;LFS - National Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2017;13.761;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Uganda;LFS - National Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2017;22.142;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Ukraine;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2017;16.47;;;Employment definition: Including subsistence workers | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Ukraine;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2017;13.46;;;Employment definition: Including subsistence workers | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Ukraine;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2017;19.65;;;Employment definition: Including subsistence workers | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Ukraine;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2016;18.26;;;Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Ukraine;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2016;15.36;;;Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Ukraine;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2016;21.32;;;Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Ukraine;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2015;17.63;;;Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Ukraine;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2015;14.93;;;Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Ukraine;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2015;20.47;;;Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Uruguay;LFS - Continous Household Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2023;14.863;;;Repository: ILO-STATISTICS - Micro data processing
Uruguay;LFS - Continous Household Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2023;13.88;;;Repository: ILO-STATISTICS - Micro data processing
Uruguay;LFS - Continous Household Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2023;15.896;;;Repository: ILO-STATISTICS - Micro data processing
Uruguay;LFS - Continous Household Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2022;14.273;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Uruguay;LFS - Continous Household Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2022;13.476;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Uruguay;LFS - Continous Household Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2022;15.106;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Uruguay;LFS - Continous Household Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2021;14.94;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Uruguay;LFS - Continous Household Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2021;13.534;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Uruguay;LFS - Continous Household Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2021;16.478;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Uruguay;LFS - Continous Household Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2020;17.108;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Uruguay;LFS - Continous Household Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2020;15.434;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Uruguay;LFS - Continous Household Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2020;18.901;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Uruguay;LFS - Continous Household Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2019;17.685;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Uruguay;LFS - Continous Household Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2019;15.369;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Uruguay;LFS - Continous Household Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2019;20.172;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Uruguay;LFS - Continous Household Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2018;17.954;;;Repository: ILO-STATISTICS - Micro data processing
Uruguay;LFS - Continous Household Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2018;15.387;;;Repository: ILO-STATISTICS - Micro data processing
Uruguay;LFS - Continous Household Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2018;20.782;;;Repository: ILO-STATISTICS - Micro data processing
Uruguay;LFS - Continous Household Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2017;17.868;;;Repository: ILO-STATISTICS - Micro data processing
Uruguay;LFS - Continous Household Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2017;14.728;;;Repository: ILO-STATISTICS - Micro data processing
